id,sale_id,invoice_id,sale_date,customer_id,product_id,quantity,unit_price,total_price,channel,store_location,payment_method,first_name,last_name,email,phone,city,registration_date,loyalty_tier,birth_year
53563,7861,INV-202409-00148,2024-09-29,3350.0,1294,3,53.01,159.03,online,,sularaha,,,,,,,,
53564,7862,INV-202409-00149,2024-09-28,2154.0,1033,4,221.42,885.68,pood,Tallinn,kaart,Annika,Saar,annika.saar@telia.ee,+372 8171 9699,Viljandi,2021-08-05,gold,1964.0
53566,7864,INV-202409-00151,2024-09-05,4171.0,1076,2,89.29,178.58,pood,Tallinn,järelmaks,,,,,,,,
53567,7865,INV-202409-00152,2024-09-01,2997.0,1023,1,38.7,38.7,pood,Tallinn,kaart,,,,,,,,
53568,7866,INV-202409-00153,2024-09-01,3641.0,1190,2,138.13,276.26,online,,järelmaks,,,,,,,,
53569,7867,INV-202409-00154,2024-09-21,4597.0,1184,1,86.14,86.14,pood,Tallinn,sularaha,,,,,,,,
53570,7868,INV-202409-00155,2024-09-03,3593.0,1035,4,65.52,262.08,pood,Tallinn,sularaha,,,,,,,,
53571,7869,INV-202409-00156,2024-09-21,2154.0,1272,3,183.31,549.93,pood,Tallinn,järelmaks,Annika,Saar,annika.saar@telia.ee,+372 8171 9699,Viljandi,2021-08-05,gold,1964.0
53572,7870,INV-202409-00157,2024-09-29,4439.0,1344,1,84.95,84.95,online,,kaart,,,,,,,,
53573,7871,INV-202409-00158,2024-09-27,4341.0,1121,1,196.91,196.91,online,,sularaha,,,,,,,,
53574,7872,INV-202409-00159,2024-09-13,3328.0,1273,3,274.37,823.11,pood,Tallinn,järelmaks,,,,,,,,
53575,7873,INV-202409-00160,2024-09-08,4178.0,1343,1,63.87,63.87,pood,Tallinn,sularaha,,,,,,,,
53576,7874,INV-202409-00161,2024-09-25,3666.0,1084,1,156.13,156.13,pood,Pärnu,sularaha,,,,,,,,
53577,7875,INV-202409-00162,2024-09-26,4252.0,1009,1,332.55,332.55,pood,Tallinn,sularaha,,,,,,,,
53578,7876,INV-202409-00163,2024-09-15,3702.0,1127,2,158.94,317.88,pood,Tallinn,kaart,,,,,,,,
53579,7877,INV-202409-00164,2024-09-30,4000.0,1327,1,136.79,110.7,online,,kaart,,,,,,,,
53580,7878,INV-202409-00165,2024-09-28,2154.0,1298,1,163.53,163.53,online,,sularaha,Annika,Saar,annika.saar@telia.ee,+372 8171 9699,Viljandi,2021-08-05,gold,1964.0
53581,7879,INV-202409-00166,2024-09-09,2318.0,1134,1,371.79,371.79,pood,Tartu,sularaha,Anu,Teder,anu.teder@yahoo.com,+372 5892 0355,Tartu,2022-02-20,gold,1975.0
53582,7880,INV-202409-00167,2024-09-02,2889.0,1062,2,149.55,299.1,pood,Pärnu,sularaha,Laura,Tammik,laura.tammik@yahoo.com,+372 5110 1634,Pärnu,2022-10-16,silver,1965.0
53583,7881,INV-202409-00168,2024-09-26,2932.0,1120,4,206.34,825.36,pood,Tallinn,sularaha,Karin,Kaalep,,+372 8606 0944,Tallinn,2023-07-13,bronze,1967.0
53584,7882,INV-202409-00169,2024-09-24,2511.0,1071,1,237.71,237.71,online,,järelmaks,Merike,Sild,,+372 5286 9738,Tallinn,2021-04-22,bronze,1976.0
53586,7884,INV-202409-00171,2024-09-08,2997.0,1148,2,48.85,97.7,pood,Tartu,järelmaks,,,,,,,,
53587,7885,INV-202409-00172,2024-09-27,4206.0,1041,2,107.36,214.72,online,,sularaha,,,,,,,,
53588,7886,INV-202409-00173,2024-09-01,4334.0,1296,1,301.97,301.97,online,,kaart,Priit,Järv,,+372 5537 0818,Tallinn,2024-01-13,,1996.0
53589,7887,INV-202409-00174,2024-09-07,3798.0,1161,2,121.98,243.96,online,,järelmaks,,,,,,,,
53590,7888,INV-202409-00175,2024-09-18,3241.0,1135,1,175.25,175.25,pood,Tallinn,järelmaks,,,,,,,,
53591,7889,INV-202409-00176,2024-09-05,3759.0,1051,2,208.83,417.66,pood,Tallinn,sularaha,,,,,,,,
53592,7890,INV-202409-00177,2024-09-15,4952.0,1324,1,224.19,224.19,pood,Tallinn,sularaha,,,,,,,,
53593,7891,INV-202409-00178,2024-09-08,4245.0,1078,1,42.64,42.64,pood,Pärnu,sularaha,,,,,,,,
53594,7892,INV-202409-00179,2024-09-09,2871.0,1281,2,292.61,585.22,pood,Tallinn,sularaha,Külli,Mitt,,+372 5953 4402,Jõhvi,2022-02-07,gold,1961.0
53595,7893,INV-202409-00180,2024-09-02,3722.0,1236,5,205.89,1029.45,online,,kaart,,,,,,,,
53596,7894,INV-202409-00181,2024-09-30,2082.0,1193,2,120.59,241.18,pood,Tallinn,kaart,Kristi,Rebane,kristi.rebane@hot.ee,+372 8518 5264,Võru,2023-08-08,bronze,1990.0
53597,7895,INV-202409-00182,2024-09-08,2300.0,1126,2,200.77,401.54,online,,järelmaks,Piret,Raud,piret.raud@telia.ee,+372 5754 9870,Tallinn,2022-10-13,,1979.0
53598,7896,INV-202409-00183,2024-09-29,2902.0,1058,2,302.86,605.72,online,,järelmaks,Hille,Kallas,hille.kallas@mail.ee,+372 5674 6876,Tallinn,2024-03-14,silver,1989.0
53599,7897,INV-202409-00184,2024-09-11,4200.0,1172,1,141.62,141.62,pood,Tartu,kaart,,,,,,,,
53600,7898,INV-202409-00185,2024-09-07,3556.0,1021,1,87.32,94.65,online,,kaart,,,,,,,,
53601,7899,INV-202409-00186,2024-09-11,2850.0,1291,2,219.83,439.66,pood,Tallinn,kaart,Madis,Hurt,madis.hurt@telia.ee,+372 8977 9462,Narva,2021-11-04,silver,1976.0
53602,7900,INV-202409-00187,2024-09-05,2300.0,1182,1,180.14,180.14,online,,kaart,Piret,Raud,piret.raud@telia.ee,+372 5754 9870,Tallinn,2022-10-13,,1979.0
53604,7902,INV-202409-00189,2024-09-12,4490.0,1061,1,155.45,155.45,pood,Tallinn,kaart,,,,,,,,
53605,7903,INV-202409-00190,2024-09-16,2870.0,1134,2,371.79,743.58,pood,Tartu,sularaha,Kevin,Tammik,kevin.tammik@outlook.com,+372 5760 4762,Tallinn,2023-11-08,bronze,2005.0
53606,7904,INV-202409-00191,2024-09-04,4334.0,1038,1,329.99,329.99,online,,sularaha,Priit,Järv,,+372 5537 0818,Tallinn,2024-01-13,,1996.0
53607,7905,INV-202409-00192,2024-09-24,3035.0,1143,1,307.83,307.83,pood,Pärnu,sularaha,,,,,,,,
53608,7906,INV-202409-00193,2024-09-21,2030.0,1240,5,356.57,1782.85,pood,Pärnu,sularaha,Rein,Lill,rein.lill@hot.ee,+372 8524 5422,Tartu,2021-12-05,silver,1982.0
53609,7907,INV-202409-00194,2024-09-23,3004.0,1198,2,291.72,583.44,online,,kaart,,,,,,,,
53610,7908,INV-202409-00195,2024-09-14,4442.0,1117,2,72.58,145.16,online,,kaart,,,,,,,,
53611,7909,INV-202409-00196,2024-09-23,2955.0,1019,1,80.39,80.39,online,,sularaha,Tiina,Laas,tiina.laas@hot.ee,+372 5263 6380,Tallinn,2024-08-23,,1986.0
53612,7910,INV-202409-00197,2024-09-23,3476.0,1250,1,265.2,265.2,pood,Pärnu,kaart,,,,,,,,
53613,7911,INV-202409-00198,2024-09-16,2632.0,1267,1,66.88,66.88,online,,sularaha,Tiina,Mägi,tiina.magi@gmail.com,+372 5767 2234,Viljandi,2022-04-23,silver,1997.0
53614,7912,INV-202409-00199,2024-09-10,2913.0,1014,1,112.86,147.58,pood,Tallinn,sularaha,Aili,Hurt,aili.hurt@yahoo.com,+372 5145 1945,Tallinn,2020-01-12,,2001.0
53615,7913,INV-202409-00200,2024-09-19,4841.0,1205,1,96.5,96.5,pood,Tartu,sularaha,,,,,,,,
53617,7915,INV-202409-00202,2024-09-23,2417.0,1007,2,67.91,120.74,pood,Pärnu,sularaha,Kristjan,Lepp,kristjan.lepp@gmail.com,+372 5769 8481,Tartu,2020-06-27,,1993.0
53618,7916,INV-202409-00203,2024-09-16,3681.0,1223,1,319.98,319.98,online,,kaart,,,,,,,,
53619,7917,INV-202409-00204,2024-09-11,2049.0,1133,1,208.72,208.72,pood,Tallinn,kaart,Raivo,Salu,raivo.salu@yahoo.com,+372 8690 1476,Haapsalu,2021-12-14,,2000.0
53620,7918,INV-202409-00205,2024-09-04,2955.0,1122,3,202.57,607.71,online,,sularaha,Tiina,Laas,tiina.laas@hot.ee,+372 5263 6380,Tallinn,2024-08-23,,1986.0
53621,7919,INV-202409-00206,2024-09-21,4334.0,1154,2,190.81,381.62,pood,Pärnu,sularaha,Priit,Järv,,+372 5537 0818,Tallinn,2024-01-13,,1996.0
53622,7920,INV-202409-00207,2024-09-02,3392.0,1321,1,183.4,183.4,pood,Tallinn,sularaha,,,,,,,,
53623,7921,INV-202409-00208,2024-09-20,4517.0,1116,2,134.94,269.88,online,,järelmaks,,,,,,,,
53624,7922,INV-202409-00209,2024-09-09,3556.0,1266,2,73.18,146.36,pood,Tallinn,kaart,,,,,,,,
53625,7923,INV-202409-00210,2024-09-26,2860.0,1130,2,98.68,197.36,pood,Tallinn,kaart,Margus,Kukk,,+372 5509 4182,Tallinn,2022-06-14,,1983.0
53626,7924,INV-202409-00211,2024-09-18,4284.0,1075,1,278.59,278.59,online,,järelmaks,,,,,,,,
53627,7925,INV-202409-00212,2024-09-28,3647.0,1197,1,152.85,152.85,pood,Tallinn,sularaha,,,,,,,,
53628,7926,INV-202409-00213,2024-09-07,4355.0,1121,1,196.91,196.91,pood,Tartu,järelmaks,,,,,,,,
53629,7927,INV-202409-00214,2024-09-09,2298.0,1252,3,77.78,233.34,pood,Tartu,sularaha,Heino,Lõhmus,heino.lohmus@hot.ee,+372 8144 4487,Tallinn,2021-09-14,silver,2005.0
53630,7928,INV-202409-00215,2024-09-11,4602.0,1159,1,24.54,24.54,pood,Tallinn,kaart,,,,,,,,
53631,7929,INV-202409-00216,2024-09-21,2750.0,1265,1,269.85,269.85,online,,kaart,Tõnu,Lõoke,,+372 5214 3348,Haapsalu,2021-06-19,gold,2004.0
53632,7930,INV-202409-00217,2024-09-02,3712.0,1251,1,257.39,257.39,online,,sularaha,,,,,,,,
53633,7931,INV-202409-00218,2024-09-12,3383.0,1283,1,188.91,188.91,online,,kaart,,,,,,,,
53634,7932,INV-202409-00219,2024-09-18,4206.0,1044,1,83.23,83.23,pood,Tallinn,sularaha,,,,,,,,
53635,7933,INV-202409-00220,2024-09-19,3539.0,1345,1,225.81,225.81,online,,kaart,,,,,,,,
53636,7934,INV-202409-00221,2024-09-12,3492.0,1329,2,110.02,220.04,online,,järelmaks,,,,,,,,
53637,7935,INV-202409-00222,2024-09-30,2889.0,1060,3,253.26,759.78,pood,Pärnu,sularaha,Laura,Tammik,laura.tammik@yahoo.com,+372 5110 1634,Pärnu,2022-10-16,silver,1965.0
53638,7936,INV-202409-00223,2024-09-26,2407.0,1015,2,168.34,336.68,online,,järelmaks,Taavi,Koppel,taavi.koppel@mail.ee,+372 5182 2433,Kuressaare,2020-02-12,gold,1996.0
53639,7937,INV-202409-00224,2024-09-24,2624.0,1313,2,77.6,155.2,online,,sularaha,Pille,Põld,pille.pold@telia.ee,+372 5846 9237,Tallinn,2024-07-24,silver,1995.0
53640,7938,INV-202409-00225,2024-09-24,2955.0,1062,2,149.55,299.1,online,,järelmaks,Tiina,Laas,tiina.laas@hot.ee,+372 5263 6380,Tallinn,2024-08-23,,1986.0
53641,7939,INV-202409-00226,2024-09-23,2517.0,1011,1,53.99,53.99,pood,Tallinn,sularaha,Jüri,Lepik,,+372 5129 5582,Pärnu,2024-03-12,bronze,1974.0
53642,7940,INV-202409-00227,2024-09-21,2117.0,1104,3,191.48,574.44,online,,sularaha,Merike,Koppel,merike.koppel@outlook.com,+372 8685 2998,Tallinn,2023-05-11,,1960.0
53643,7941,INV-202409-00228,2024-09-25,2956.0,1126,2,200.77,401.54,online,,järelmaks,Kristi,Kuusik,kristi.kuusik@gmail.com,+372 5397 8117,Tallinn,2020-09-14,bronze,1999.0
53644,7942,INV-202409-00229,2024-09-30,4780.0,1245,2,228.81,457.62,pood,Tallinn,järelmaks,,,,,,,,
53645,7943,INV-202409-00230,2024-09-21,2468.0,1294,1,53.01,53.01,pood,Tallinn,järelmaks,Tiit,Pihl,,+372 5207 5345,Narva,2024-09-11,,1976.0
53647,7945,INV-202409-00232,2024-09-07,2942.0,1234,1,162.86,162.86,pood,Tartu,järelmaks,Laura,Oja,laura.oja@hot.ee,+372 8306 6545,Haapsalu,2021-11-08,,1970.0
53648,7946,INV-202409-00233,2024-09-09,3817.0,1164,2,179.35,358.7,online,,sularaha,,,,,,,,
53649,7947,INV-202409-00234,2024-09-24,2203.0,1198,1,291.72,291.72,pood,Tallinn,sularaha,Ago,Kukk,,+372 5668 0293,Pärnu,2020-08-09,silver,1976.0
53651,7949,INV-202409-00236,2024-09-29,2979.0,1208,2,76.7,153.4,pood,Pärnu,järelmaks,Kevin,Aas,kevin.aas@gmail.com,+372 5817 3687,Valga,2024-01-26,bronze,1990.0
53652,7950,INV-202409-00237,2024-09-07,3230.0,1193,1,120.59,120.59,online,,järelmaks,,,,,,,,
53653,7951,INV-202409-00238,2024-09-21,3326.0,1324,1,224.19,224.19,pood,Tallinn,sularaha,,,,,,,,
53654,7952,INV-202409-00239,2024-09-17,3156.0,1283,2,173.18,377.82,pood,Tartu,kaart,,,,,,,,
53655,7953,INV-202409-00240,2024-09-24,3692.0,1223,3,319.98,959.94,pood,Tallinn,kaart,,,,,,,,
53656,7954,INV-202409-00241,2024-09-18,3596.0,1210,1,374.54,374.54,pood,Tallinn,kaart,,,,,,,,
53657,7955,INV-202409-00242,2024-09-12,2692.0,1148,1,48.85,48.85,pood,Tallinn,sularaha,Ragnar,Pärn,ragnar.parn@mail.ee,+372 5301 6449,Tallinn,2023-08-17,,1977.0
53658,7956,INV-202409-00243,2024-09-30,4959.0,1082,3,100.93,302.79,online,,sularaha,,,,,,,,
53659,7957,INV-202409-00244,2024-09-28,2745.0,1261,1,305.72,305.72,pood,Tartu,järelmaks,Ene,Liiv,ene.liiv@mail.ee,+372 8118 4542,Tallinn,2021-04-30,,1988.0
53661,7959,INV-202409-00246,2024-09-17,3330.0,1215,1,160.91,160.91,online,,järelmaks,,,,,,,,
53663,7961,INV-202409-00248,2024-09-07,3721.0,1227,1,120.17,120.17,pood,Pärnu,järelmaks,,,,,,,,
53664,7962,INV-202409-00249,2024-09-27,3862.0,1110,2,151.08,302.16,online,,kaart,,,,,,,,
53665,7963,INV-202409-00250,2024-09-04,3539.0,1231,3,72.6,217.8,online,,järelmaks,,,,,,,,
53666,7964,INV-202409-00251,2024-09-21,2425.0,1188,2,184.07,368.14,pood,Tallinn,järelmaks,Sirje,Ilves,sirje.ilves@gmail.com,+372 5143 5253,Pärnu,2021-12-07,silver,1960.0
53667,7965,INV-202409-00252,2024-09-24,3618.0,1239,2,78.09,156.18,pood,Tallinn,sularaha,,,,,,,,
53668,7966,INV-202409-00253,2024-09-19,4178.0,1143,1,307.83,307.83,pood,Tartu,järelmaks,,,,,,,,
53669,7967,INV-202409-00254,2024-09-24,4836.0,1132,1,144.36,144.36,pood,Pärnu,sularaha,,,,,,,,
53670,7968,INV-202409-00255,2024-09-02,4286.0,1135,4,175.25,701.0,online,,kaart,,,,,,,,
53671,7969,INV-202409-00256,2024-09-24,2460.0,1231,2,72.6,145.2,pood,Tallinn,järelmaks,Liina,Kukk,liina.kukk@hot.ee,+372 5657 1518,Tallinn,2022-06-21,silver,1980.0
53672,7970,INV-202409-00257,2024-09-30,4957.0,1065,1,48.58,48.58,online,,sularaha,,,,,,,,
53673,7971,INV-202409-00258,2024-09-30,4742.0,1307,1,127.38,127.38,online,,sularaha,,,,,,,,
53674,7972,INV-202409-00259,2024-09-06,3183.0,1197,2,152.85,305.7,pood,Tallinn,sularaha,,,,,,,,
53675,7973,INV-202409-00260,2024-09-28,2745.0,1018,3,47.07,141.21,pood,Tallinn,kaart,Ene,Liiv,ene.liiv@mail.ee,+372 8118 4542,Tallinn,2021-04-30,,1988.0
53677,7975,INV-202409-00262,2024-09-20,3231.0,1238,3,72.73,218.19,pood,Tallinn,sularaha,,,,,,,,
53678,7976,INV-202409-00263,2024-09-10,2495.0,1104,2,191.48,382.96,online,,sularaha,Urmas,Kask,urmas.kask@telia.ee,+372 5988 6988,Tallinn,2024-05-25,gold,2003.0
53679,7977,INV-202409-00264,2024-09-26,3228.0,1319,2,290.55,581.1,online,,sularaha,,,,,,,,
53680,7978,INV-202409-00265,2024-09-01,4626.0,1052,1,41.79,41.79,pood,Tallinn,kaart,,,,,,,,
53681,7979,INV-202409-00266,2024-09-30,4949.0,1203,1,17.97,17.97,pood,Pärnu,kaart,,,,,,,,
53682,7980,INV-202409-00267,2024-09-24,4722.0,1310,1,106.21,106.21,pood,Tallinn,kaart,,,,,,,,
53684,7982,INV-202409-00269,2024-09-04,2620.0,1111,3,327.07,981.21,online,,järelmaks,Tõnu,Valk,tonu.valk@outlook.com,+372 8165 3797,Viljandi,2023-03-07,silver,1972.0
53685,7983,INV-202409-00270,2024-09-14,2458.0,1251,1,279.53,257.39,online,,sularaha,Priit,Valk,priit.valk@yahoo.com,+372 8904 0436,Tartu,2022-10-26,,1972.0
53686,7984,INV-202409-00271,2024-09-15,4018.0,1289,2,171.33,342.66,online,,järelmaks,,,,,,,,
53688,7986,INV-202409-00273,2024-09-17,3332.0,1297,2,104.27,208.54,online,,järelmaks,,,,,,,,
53689,7987,INV-202409-00274,2024-09-19,4418.0,1056,1,347.16,347.16,online,,kaart,,,,,,,,
53690,7988,INV-202409-00275,2024-09-07,4647.0,1276,2,187.16,374.32,pood,Tartu,järelmaks,,,,,,,,
53691,7989,INV-202409-00276,2024-09-10,3151.0,1028,1,23.45,23.45,pood,Tallinn,sularaha,,,,,,,,
53692,7990,INV-202409-00277,2024-09-05,2664.0,1235,1,249.82,210.87,online,,sularaha,Aili,Lill,aili.lill@gmail.com,+372 5271 0936,Rakvere,2022-03-22,bronze,1965.0
53693,7991,INV-202409-00278,2024-09-21,2079.0,1159,2,24.54,49.08,pood,Tallinn,kaart,Tiit,Talvik,tiit.talvik@gmail.com,+372 8546 7077,Tartu,2024-03-08,silver,1997.0
53696,7994,INV-202409-00281,2024-09-09,2880.0,1335,2,201.86,403.72,pood,Tallinn,kaart,Madis,Pärn,madis.parn@yahoo.com,+372 5395 1674,Tallinn,2024-03-10,,1986.0
53697,7995,INV-202409-00282,2024-09-09,2398.0,1255,4,114.94,459.76,pood,Tallinn,sularaha,Kadri,Värk,,+372 5114 4517,Tallinn,2022-08-17,silver,1989.0
53698,7996,INV-202409-00283,2024-09-27,2984.0,1064,1,95.87,95.87,pood,Tartu,järelmaks,Sirje,Sepp,,+372 5238 3417,Tallinn,2023-07-24,,1973.0
53699,7997,INV-202409-00284,2024-09-28,4746.0,1238,2,72.73,145.46,pood,Tallinn,kaart,,,,,,,,
53700,7998,INV-202409-00285,2024-09-22,2997.0,1228,1,160.71,160.71,pood,Tartu,sularaha,,,,,,,,
53701,7999,INV-202409-00286,2024-09-06,2597.0,1045,2,176.65,353.3,online,,järelmaks,Erkki,Pihl,erkki.pihl@mail.ee,+372 8595 0645,Haapsalu,2022-06-21,bronze,1988.0
53702,8000,INV-202409-00287,2024-09-08,2450.0,1119,5,181.68,908.4,online,,järelmaks,Andres,Rebane,andres.rebane@gmail.com,+372 5691 5487,Tartu,2022-02-01,,1998.0
53703,8001,INV-202409-00288,2024-09-14,2141.0,1172,2,141.62,283.24,online,,järelmaks,Aivar,Lepik,aivar.lepik@mail.ee,+372 8827 9138,Kuressaare,2022-04-14,,1994.0
53704,8002,INV-202409-00289,2024-09-19,3979.0,1117,1,72.58,72.58,pood,Tallinn,järelmaks,,,,,,,,
53705,8003,INV-202409-00290,2024-09-17,3479.0,1039,1,282.95,282.95,pood,Tallinn,kaart,,,,,,,,
53706,8004,INV-202409-00291,2024-09-03,2609.0,1340,1,229.01,229.01,pood,Tallinn,kaart,Taavi,Pihl,taavi.pihl@mail.ee,+372 8856 8388,Haapsalu,2022-01-01,gold,2005.0
53707,8005,INV-202409-00292,2024-09-23,4949.0,1304,1,210.36,210.36,pood,Pärnu,järelmaks,,,,,,,,
53708,8006,INV-202409-00293,2024-09-03,2366.0,1203,1,17.97,17.97,pood,Tallinn,järelmaks,Liis,Kuusik,liis.kuusik@outlook.com,+372 5316 6467,Tallinn,2023-07-24,bronze,2001.0
53711,8009,INV-202409-00296,2024-09-15,4276.0,1085,1,247.81,247.81,pood,Pärnu,sularaha,,,,,,,,
53712,8010,INV-202409-00297,2024-09-22,2221.0,1113,3,86.46,259.38,online,,järelmaks,Riina,Lill,riina.lill@mail.ee,+372 5499 5996,Pärnu,2021-10-02,,2000.0
53713,8011,INV-202409-00298,2024-09-20,2529.0,1144,4,152.13,608.52,online,,kaart,Kaido,Roots,kaido.roots@outlook.com,+372 8257 4535,Tallinn,2023-06-11,,1975.0
53714,8012,INV-202409-00299,2024-09-09,4040.0,1236,2,205.89,411.78,pood,Tartu,sularaha,,,,,,,,
53715,8013,INV-202409-00300,2024-09-20,4294.0,1245,1,228.81,228.81,pood,Pärnu,järelmaks,,,,,,,,
53716,8014,INV-202409-00301,2024-09-27,3431.0,1255,1,114.94,114.94,online,,järelmaks,,,,,,,,
53717,8015,INV-202409-00302,2024-09-25,3443.0,1323,2,151.08,302.16,pood,Tallinn,järelmaks,,,,,,,,
53718,8016,INV-202409-00303,2024-09-04,3411.0,1138,1,130.73,130.73,pood,Tartu,sularaha,,,,,,,,
53719,8017,INV-202409-00304,2024-09-14,2955.0,1032,5,198.42,992.1,pood,Pärnu,kaart,Tiina,Laas,tiina.laas@hot.ee,+372 5263 6380,Tallinn,2024-08-23,,1986.0
53720,8018,INV-202409-00305,2024-09-27,4027.0,1127,3,158.94,476.82,pood,Tallinn,sularaha,,,,,,,,
53721,8019,INV-202409-00306,2024-09-11,4691.0,1223,1,319.98,319.98,pood,Tallinn,kaart,,,,,,,,
53722,8020,INV-202409-00307,2024-09-02,4707.0,1262,3,128.66,385.98,pood,Tallinn,järelmaks,,,,,,,,
53723,8021,INV-202409-00308,2024-09-13,4478.0,1046,1,358.41,358.41,pood,Tallinn,kaart,,,,,,,,
53725,8023,INV-202409-00310,2024-09-08,2154.0,1126,2,200.77,401.54,online,,kaart,Annika,Saar,annika.saar@telia.ee,+372 8171 9699,Viljandi,2021-08-05,gold,1964.0
53726,8024,INV-202409-00311,2024-09-30,3469.0,1212,1,276.2,276.2,online,,sularaha,,,,,,,,
53727,8025,INV-202409-00312,2024-09-06,2765.0,1081,1,63.62,63.62,online,,sularaha,Kersti,Veski,kersti.veski@gmail.com,+372 5736 4079,Tallinn,2022-01-10,,1991.0
53728,8026,INV-202409-00313,2024-09-27,2997.0,1089,1,134.58,134.58,online,,kaart,,,,,,,,
53729,8027,INV-202409-00314,2024-09-01,4206.0,1001,3,157.49,472.47,online,,järelmaks,,,,,,,,
53730,8028,INV-202409-00315,2024-09-14,2676.0,1197,1,152.85,152.85,pood,Pärnu,järelmaks,Sander,Roots,sander.roots@hot.ee,+372 8500 7387,Paide,2023-09-03,bronze,1993.0
53732,8030,INV-202409-00317,2024-09-18,4772.0,1026,1,166.27,166.27,online,,kaart,,,,,,,,
53733,8031,INV-202409-00318,2024-09-05,4335.0,1205,1,67.63,96.5,pood,Tartu,järelmaks,,,,,,,,
53736,8034,INV-202409-00321,2024-09-04,4667.0,1193,3,89.33,361.77,pood,Tallinn,kaart,,,,,,,,
53737,8035,INV-202409-00322,2024-09-20,2952.0,1307,1,127.38,127.38,pood,Pärnu,järelmaks,Sandra,Sild,sandra.sild@yahoo.com,+372 5398 0586,Valga,2022-05-31,silver,1990.0
53738,8036,INV-202409-00323,2024-09-25,3488.0,1295,2,375.34,750.68,pood,Tartu,järelmaks,,,,,,,,
53739,8037,INV-202409-00324,2024-09-16,4949.0,1004,5,41.63,208.15,online,,kaart,,,,,,,,
53740,8038,INV-202409-00325,2025-12-21,3686.0,1286,2,28.56,57.12,online,,sularaha,,,,,,,,
53741,8039,INV-202409-00326,2024-09-20,3744.0,1191,1,230.06,230.06,pood,Tartu,järelmaks,,,,,,,,
53742,8040,INV-202409-00327,2024-09-28,4546.0,1248,4,145.5,582.0,pood,Tallinn,sularaha,,,,,,,,
53743,8041,INV-202409-00328,2024-09-20,2652.0,1282,1,16.62,16.62,pood,Tallinn,sularaha,Heino,Mitt,heino.mitt@hot.ee,+372 5681 0937,Tallinn,2022-03-07,silver,2002.0
53744,8042,INV-202409-00329,2024-09-26,4178.0,1311,1,153.11,153.11,pood,Tartu,järelmaks,,,,,,,,
53745,8043,INV-202409-00330,2024-09-02,3788.0,1244,3,125.36,376.08,pood,Tallinn,sularaha,,,,,,,,
53747,8045,INV-202409-00332,2024-09-21,4962.0,1089,1,134.58,134.58,pood,Pärnu,järelmaks,,,,,,,,
53748,8046,INV-202409-00333,2024-09-09,4499.0,1153,2,79.59,159.18,pood,Tartu,kaart,,,,,,,,
53749,8047,INV-202409-00334,2024-09-28,4378.0,1224,4,222.1,888.4,online,,sularaha,,,,,,,,
53751,8049,INV-202409-00336,2024-09-07,4538.0,1150,2,280.02,560.04,pood,Tallinn,kaart,,,,,,,,
53752,8050,INV-202409-00337,2024-09-28,2085.0,1128,1,274.5,274.5,online,,kaart,Henri,Lill,henri.lill@gmail.com,+372 5564 0190,Tartu,2022-01-04,gold,1985.0
53753,8051,INV-202409-00338,2024-09-26,3180.0,1073,1,123.82,123.82,pood,Pärnu,sularaha,,,,,,,,
53754,8052,INV-202409-00339,2024-09-15,4542.0,1249,1,73.9,73.9,pood,Tallinn,järelmaks,,,,,,,,
53755,8053,INV-202409-00340,2024-09-18,2908.0,1135,1,175.25,175.25,pood,Tartu,järelmaks,Toomas,Paas,toomas.paas@outlook.com,+372 5497 3979,Pärnu,2023-10-24,silver,1977.0
53756,8054,INV-202409-00341,2024-09-01,3246.0,1165,2,47.38,94.76,pood,Tallinn,kaart,,,,,,,,
53757,8055,INV-202409-00342,2024-09-03,3365.0,1306,2,93.13,186.26,online,,kaart,,,,,,,,
53758,8056,INV-202409-00343,2024-09-05,3743.0,1342,1,208.11,208.11,pood,Pärnu,kaart,,,,,,,,
53759,8057,INV-202409-00344,2024-09-15,3648.0,1176,2,245.59,491.18,pood,Tartu,kaart,,,,,,,,
53760,8058,INV-202409-00345,2024-09-25,4717.0,1141,2,58.52,138.78,pood,Tallinn,sularaha,,,,,,,,
53761,8059,INV-202409-00346,2024-09-18,4931.0,1110,1,151.08,151.08,online,,sularaha,,,,,,,,
53762,8060,INV-202409-00347,2024-09-13,4640.0,1244,2,125.36,250.72,pood,Pärnu,kaart,,,,,,,,
53763,8061,INV-202409-00348,2024-09-11,3878.0,1072,1,95.39,95.39,pood,Tallinn,kaart,,,,,,,,
53764,8062,INV-202409-00349,2024-09-04,4018.0,1330,1,167.23,167.23,online,,kaart,,,,,,,,
53765,8063,INV-202409-00350,2024-09-13,3810.0,1325,1,50.85,50.85,pood,Pärnu,järelmaks,,,,,,,,
53766,8064,INV-202409-00351,2024-09-23,4881.0,1149,3,304.14,912.42,online,,järelmaks,,,,,,,,
53767,8065,INV-202409-00352,2024-09-13,2888.0,1070,1,139.74,139.74,pood,Tartu,järelmaks,Liina,Kangur,liina.kangur@yahoo.com,+372 8226 1363,Tallinn,2020-05-09,silver,1996.0
53768,8066,INV-202409-00353,2024-09-09,2775.0,1287,2,114.8,229.6,pood,Tallinn,sularaha,Ants,Paju,ants.paju@mail.ee,+372 5752 1975,Pärnu,2024-04-24,,1978.0
53769,8067,INV-202409-00354,2024-09-25,3431.0,1193,2,120.59,241.18,pood,Tallinn,kaart,,,,,,,,
